개방자치단체코드,관리번호,인허가번호,영업상태명,폐업일자,데이터갱신구분,업소명,도로명주소,소재지주소,영업상태코드,전화번호,신청일자,지정일자,지정취소일자,지정취소사유,불가일자,불가사유,음식의유형,주된음식종류,재지정일자,데이터갱신시점,최종수정시점
3150000,3150000-101-2002-00310,20020076721,폐업,2017-02-27,I,참돈,"서울특별시 강서구 화곡로 152, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 1074-7 (지상 1층) ,02,0220650321,2009-07-27,2009-07-27,2009-12-28,행정처분,,,,돼지갈비,2009-08-05,2025-12-15 16:21:53,2014-10-20 11:11:22
3150000,3150000-101-2002-00365,20020076798,폐업,2004-02-04,I,마산아구꽃게,,서울특별시 강서구 염창동 258-1 지하비102-1 ,02,,2002-03-15,2002-04-12,2004-02-04,폐업민원,,,,아구찜,2003-12-12,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-2002-00371,20020076806,폐업,2008-05-19,I,어로,,서울특별시 강서구 화곡동 998-12 ,02,,2002-03-15,2002-04-12,2004-05-08,영업자지위승계,,,,해물찜,2003-12-12,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-2002-00373,20020076810,폐업,2012-08-24,I,오리농장,,서울특별시 강서구 화곡동 894-10 ,02,0220655292,2003-12-01,2003-12-12,2012-08-24,폐업민원처리: 201231500000166481,,,,참숯구이,2011-10-31,2025-12-15 16:21:53,2012-08-24 00:00:00
3150000,3150000-101-2002-00376,20020076816,폐업,2015-05-18,I,칠성포차,"서울특별시 강서구 월정로 124, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 357-26 (지상 1층) ,02,0226014471,2004-06-01,2004-07-05,2005-06-21,영업자지위승계,,,,장어구이,,2025-12-15 16:21:53,2014-11-26 14:03:57
3150000,3150000-101-2002-00417,20020076869,영업,,I,발산삼계탕,"서울특별시 강서구 강서로 344, 1~2층 (내발산동)",서울특별시 강서구 내발산동 657-1 ,01,0236623930,2005-06-22,2005-07-12,,,,,한식,삼계탕,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:19:52
3150000,3150000-101-2002-00445,20020076912,폐업,2018-01-02,I,오리농장,"서울특별시 강서구 강서로54길 102, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 668-5 (지상 1층) ,02,0236645294,2009-08-05,2009-08-05,2016-11-03,2016년 모범음식점 평가기준 미달,,,한식,오리로스,2015-11-18,2025-12-15 16:21:53,2018-01-02 13:36:02
3150000,3150000-101-2002-00446,20020076913,영업,,I,메이필드 큐(MAYFIELD KEW),"서울특별시 강서구 방화대로 94, 메이필드호텔 A동 1층 (외발산동)",서울특별시 강서구 외발산동 426 메이필드호텔 ,01,0226609040,2009-07-27,2009-07-27,,,,,경양식,파스타,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:19:57
3150000,3150000-101-2002-00448,20020076920,영업,,I,캐슬 테라스(Castle Terrace),"서울특별시 강서구 방화대로 94, 메이필드호텔 1층 (외발산동)",서울특별시 강서구 외발산동 426 메이필드호텔 ,01,0226609030,2015-11-18,2015-11-18,,,,,뷔페,뷔페,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:20:03
3150000,3150000-101-2002-00460,20020076934,폐업,2020-09-07,I,우리생고기,"서울특별시 강서구 곰달래로19길 46, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 422-1 (지상 1층) ,02,,2002-03-15,2002-04-12,2004-08-17,영업자지위승계,,,,삼겹살,2004-07-05,2025-12-15 16:21:53,2020-09-07 17:29:50
3150000,3150000-101-2002-00492,20020076998,폐업,2015-06-08,I,락감(樂感),"서울특별시 강서구 양천로 686, 1층 (염창동)",서울특별시 강서구 염창동 264-39 ,02,0236612477,2004-06-01,2008-07-09,2011-10-05,지정취소,,,,뼈감자탕,2012-11-30,2025-12-15 16:21:53,2014-02-18 09:49:39
3150000,3150000-101-2002-00494,20020077000,영업,,I,남다른 감자탕,"서울특별시 강서구 금낭화로 29, 달성빌딩 1층 (방화동)",서울특별시 강서구 방화동 597-25 달성빌딩 ,01,0226642110,2005-06-22,2008-07-09,,,,,한식,감자탕,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:20:11
3150000,3150000-101-2002-00519,20020077054,폐업,2005-09-26,I,황제민물장어구이,,서울특별시 강서구 화곡동 997-10 ,02,,2002-03-15,2002-04-12,2004-06-23,영업자지위승계,,,,양구이,2003-12-12,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-2002-00539,20020077095,폐업,2006-05-01,I,새벽버섯,,서울특별시 강서구 염창동 242-10 ,02,,2002-03-15,2003-04-12,2006-05-01,폐업민원,,,,새벽생버섯불고기,2004-07-05,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-2002-00552,20020077120,폐업,2020-11-05,I,박진갈비,"서울특별시 강서구 양천로27길 115, 1층 (방화동, 3동)",서울특별시 강서구 방화동 129-3 (지상 1층) ,02,0226625408,2004-06-01,2004-07-05,2020-11-05,폐업민원처리: 202031500001263069,,,한식,돼지갈비,2019-12-03,2025-12-15 16:21:53,2020-11-05 11:28:29
3150000,3150000-101-2002-00565,20020077137,폐업,2017-08-31,I,일등수산,"서울특별시 강서구 까치산로 72, 1층 (화곡동, 본동)",서울특별시 강서구 화곡동 24-183 외 4필지 (지상 1층) ,02,0226942335,2008-08-01,2008-07-09,2011-10-31,기준미달,,,,갈비,2010-08-03,2025-12-15 16:21:53,2017-08-31 11:04:17
3150000,3150000-101-2002-00577,20020077157,폐업,2025-05-09,I,황소곱창구이,"서울특별시 강서구 송정로 63, 1층 (공항동)",서울특별시 강서구 공항동 52-4 (지상 1층) ,02,0226640832,2004-06-01,2004-07-05,2013-12-02,지정취소,,,,곱창구이,2012-11-30,2025-12-15 16:21:53,2025-05-09 16:14:26
3150000,3150000-101-2002-00586,20020077168,폐업,2016-04-21,I,황고집바지락칼국수,"서울특별시 강서구 강서로31길 10, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 1075-49 (지상 1층) ,02,0226913455,2005-06-22,2005-07-12,2016-04-21,폐업민원처리: 201631500000268469,,,,칼국수,2015-11-18,2025-12-15 16:21:53,2016-04-21 00:00:00
3150000,3150000-101-2002-00609,20020077203,폐업,2025-09-25,I,돼지집,"서울특별시 강서구 강서로 318-5, 1층 (내발산동, 우장산동)",서울특별시 강서구 내발산동 669-7 (지상 1층) ,02,0236653691,2011-10-05,2011-10-31,2014-12-16,평가기준미달,,,한식,돼지갈비,2013-12-02,2025-12-15 16:21:53,2025-09-25 15:05:24
3150000,3150000-101-2002-00629,20020077230,영업,,I,봉래헌(蓬萊軒),"서울특별시 강서구 방화대로 94, 메이필드호텔 1동 1층 (외발산동)",서울특별시 강서구 외발산동 426 메이필드호텔 ,01,0226609020,2016-11-03,2016-11-03,,,,,힌식,한정식,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:20:16
3150000,3150000-101-2002-00653,20020077267,폐업,2011-11-30,I,태양식당,"서울특별시 강서구 화곡로66길 87, 1층 (등촌동, 1동)",서울특별시 강서구 등촌동 637-14 1층 ,02,0226598480,2003-12-01,2008-07-09,2011-11-30,폐업민원처리: 201131500000198538,,,,토시살,2009-08-05,2025-12-15 16:21:53,2011-11-30 10:15:25
3150000,3150000-101-2002-00658,20020077273,폐업,2011-12-28,I,미래등,"서울특별시 강서구 강서로 466, 1층 102호 (등촌동)",서울특별시 강서구 등촌동 684-2 우리벤처타운 102호,02,026583277,2003-12-01,2003-12-12,2004-06-08,영업자지위승계,,,,정식,,2025-12-15 16:21:53,2011-11-22 10:48:09
3150000,3150000-101-2002-00685,20020077317,폐업,2012-05-29,I,현주네미가덕가,,서울특별시 강서구 등촌동 673-3 (지상 2층) ,02,0236638002,2004-06-01,2008-07-09,2012-05-29,폐업민원처리: 201231500000104325,,,,등심,2011-10-31,2025-12-15 16:21:53,2012-05-29 00:00:00
3150000,3150000-101-2002-00716,20020077364,폐업,2010-11-11,I,와인앤다인,,서울특별시 강서구 등촌동 673-3 준일빌딩 ,02,,2002-03-15,2002-04-12,2005-02-23,영업자지위승계,,,,스파게티,2003-12-12,2025-12-15 16:21:53,2009-04-30 10:37:59
3150000,3150000-101-2002-00733,20020077388,폐업,2007-08-01,I,황실갈비,,서울특별시 강서구 가양동 1488-5 ,02,0236631994,2002-03-15,2002-04-12,2007-08-01,행정처분,,,,이동갈비,2004-07-05,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-2002-00756,20020077427,폐업,2014-01-20,I,팔방에프앤비(동관),"서울특별시 강서구 하늘길 38, 3층 (방화동, 2동 김포공항국제선)",서울특별시 강서구 방화동 886-0 김포공항국제선 (지상 3층) ,02,0226640500,2007-06-08,2007-06-28,2010-04-05,행정처분,,,,부페,2009-08-05,2025-12-15 16:21:53,2013-12-31 13:50:21
3150000,3150000-101-2002-00761,20020077434,영업,,I,차이나 웍,"서울특별시 강서구 강서로18길 21, 1층 (화곡동)",서울특별시 강서구 화곡동 338-20 1층 ,01,0226059496,2002-03-15,2002-04-12,2007-06-28,,,,,삼계탕,2008-07-09,2025-12-15 16:21:53,2025-05-23 17:35:40
3150000,3150000-101-2002-00786,20020077474,영업,,I,등촌샤브칼국수,"서울특별시 강서구 강서로56가길 65, 아트빌딩 2층 (등촌동)",서울특별시 강서구 등촌동 679-1 아트빌딩 ,01,0226599318,2009-08-05,2009-08-05,,,,,한식,칼국수,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:20:21
3150000,3150000-101-2002-00800,20020077493,폐업,2010-04-27,I,궁중홍두깨 칼국수,,서울특별시 강서구 화곡동 1005-21 다인빌딩 (지상 1층) 4호,02,,2002-03-15,2002-04-12,2010-04-27,폐업민원처리: 201031500000059992,,,,칼국수,2009-08-05,2025-12-15 16:21:53,2010-04-27 09:54:50
3150000,3150000-101-2003-00019,20030076032,폐업,2021-06-23,I,박가네숯불구이,"서울특별시 강서구 곰달래로31길 7, 1층 (화곡동, 8동)",서울특별시 강서구 화곡동 159-7 (지상 1층) ,02,0226942574,2002-03-15,2002-04-12,2008-07-09,지정취소,,,,이동갈비,2008-07-09,2025-12-15 16:21:53,2021-06-23 09:14:06
3150000,3150000-101-2003-00026,20030076077,폐업,2013-03-14,I,(주)썬앳푸드 스파게띠아 김포공항 이마트점,,서울특별시 강서구 과해동 272 ,02,0226656301,2008-07-09,2008-07-09,2013-03-14,폐업민원처리: 201331500000167947,,,,스파게티,2011-10-31,2025-12-15 16:21:53,2013-03-14 00:00:00
3150000,3150000-101-2003-00037,20030076113,폐업,2018-02-20,I,제주본가,"서울특별시 강서구 하늘길 38, 3층 (방화동, 2동 김포공항국제선)",서울특별시 강서구 방화동 886-0 김포공항국제선 (지상 3층) ,02,0260920707,2002-03-15,2002-04-12,2004-07-12,영업자지위승계,,,,생삼겹살,2003-12-12,2025-12-15 16:21:53,2018-02-21 08:19:11
3150000,3150000-101-2003-00051,20030076144,폐업,2014-10-22,I,궁중전골,"서울특별시 강서구 하늘길 38, 3층 (방화동, 2동 스카이시티몰영상관부대사업장)",서울특별시 강서구 방화동 886-0 스카이시티몰영상관부대사업장 (지상 3층) ,02,0260958220,2007-06-08,2007-06-28,2014-10-22,폐업민원처리: 201431500000560457,,,,궁중전골,2013-12-02,2025-12-15 16:21:53,2014-10-22 00:00:00
3150000,3150000-101-2003-00056,20030076156,폐업,2004-04-30,I,끌레오,,서울특별시 강서구 염창동 277-14 빠제로 골프렉스 6층 ,02,,2002-03-15,2002-04-12,2004-04-30,폐업민원,,,,안심스테이크,2003-12-12,2025-12-15 16:21:53,2007-07-14 13:29:58
3150000,3150000-101-2003-00066,20030076170,폐업,2006-01-24,I,흥부골돈돼지,,서울특별시 강서구 내발산동 677-9 ,02,,2004-06-01,2004-07-05,2005-07-08,영업자지위승계,,,,소갈비살,,2025-12-15 16:21:53,2005-07-08 00:00:00
3150000,3150000-101-2003-00086,20030076206,영업,,I,신촌감자탕해물뼈찜,"서울특별시 강서구 강서로 375, 1층 (마곡동)",서울특별시 강서구 마곡동 723-1 1층 ,01,0236632080,2004-06-01,2004-07-05,2006-08-11,영업자지위승계,,,,낙지볶음,,2025-12-15 16:21:53,2025-05-07 16:31:56
3150000,3150000-101-2003-00096,20030076223,폐업,2014-01-17,I,팔방에프앤비(서관),"서울특별시 강서구 하늘길 38, 3층 (방화동, 2동 김포공항국제선)",서울특별시 강서구 방화동 886-0 김포공항국제선 (지상 3층) ,02,0220647777,2007-06-08,2007-06-28,2014-01-17,폐업민원처리: 201431500000038213,,,,갈비탕,2012-11-30,2025-12-15 16:21:53,2014-01-17 00:00:00
3150000,3150000-101-2003-00114,20030076266,폐업,2006-03-27,I,은갈치,,서울특별시 강서구 화곡동 934-26 ,02,,2003-12-01,2003-12-12,2004-02-18,영업자지위승계,,,,"소,돼지갈비외",,2025-12-15 16:21:53,2004-02-18 00:00:00
3150000,3150000-101-2003-00132,20030076298,폐업,2014-08-29,I,청산오리마을,"서울특별시 강서구 양천로18길 12 (방화동,(지상 1층))",서울특별시 강서구 방화동 569-33 (지상 1층) ,02,0226643076,2003-12-01,2003-12-12,2011-07-26,폐업민원처리: 201131500000124822,,,,한방오리백숙,2008-07-09,2025-12-15 16:21:53,2013-06-13 16:52:01
3150000,3150000-101-2003-00153,20030076335,영업,,I,남춘네 숯불닭갈비,"서울특별시 강서구 강서로33길 20, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1050-30 (지상 1층) ,01,0226970774,2007-06-08,2007-06-28,2011-10-31,기준미달,,,,해물찜,2010-08-03,2025-12-15 16:21:53,2023-12-13 11:20:08
3150000,3150000-101-2003-00155,20030076337,폐업,2013-10-11,I,무쇠솥뚜껑녹두빈대떡,"서울특별시 강서구 등촌로51길 14, 2층 (등촌동, 2동)",서울특별시 강서구 등촌동 527-3 (지상 2층) ,02,0226523720,2003-12-01,2008-07-09,2013-10-11,폐업민원처리: 201331500000475196,,,,,2010-08-03,2025-12-15 16:21:53,2013-10-11 00:00:00
3150000,3150000-101-2003-00189,20030076399,폐업,2009-03-25,I,용,,"서울특별시 강서구 화곡동 1102-3 2,3층 ",02,,2003-12-01,2003-12-12,2006-07-06,,,,,"해물누룽지탕,류산슬",2008-07-09,2025-12-15 16:21:53,2009-05-06 14:03:46
3150000,3150000-101-2003-00192,20030076402,폐업,2016-04-15,I,북해도,"서울특별시 강서구 공항대로 341, 2~4층 (등촌동, 3동)",서울특별시 강서구 등촌동 664-7 (지상 2~4층) ,02,0236656500,2011-10-05,2011-10-31,2015-11-18,폐문(영업안함),,,일식,생선회,2014-12-16,2025-12-15 16:21:53,2016-04-14 10:02:34
3150000,3150000-101-2003-00204,20030076424,폐업,2021-03-15,I,바다선생,"서울특별시 강서구 방화대로47가길 7, 1동 2층 201호 (방화동, 3동 방화오피스텔)",서울특별시 강서구 방화동 830-3 방화오피스텔 (지상 2층) 1동 201호,02,0226664555,2009-07-27,2009-07-27,2020-12-28,폐업,,,한식,복지리탕,2019-12-03,2025-12-15 16:21:53,2021-03-15 10:47:30
3150000,3150000-101-2003-00216,20030076439,폐업,2013-08-21,I,일조수산,"서울특별시 강서구 화곡로13길 12 (화곡동,(지상 1층))",서울특별시 강서구 화곡동 1043-37 (지상 1층) ,02,0226935392,2003-12-01,2003-12-12,2005-10-10,영업자지위승계,,,,매운샤브샤브,,2025-12-15 16:21:53,2013-08-22 09:48:06
3150000,3150000-101-2003-00260,20030076510,폐업,2012-11-07,I,외식일번가,"서울특별시 강서구 방화대로47가길 7, 2층 202호 (방화동, 방화샤르망1오피스텔)",서울특별시 강서구 방화동 830-3 방화샤르망1오피스텔 (지상 2층) 202호,02,0226667896,2004-06-01,2004-07-05,2012-11-07,김포시 전출,,,,"보쌈,족발",2011-10-31,2025-12-15 16:21:53,2014-02-17 14:21:25
3150000,3150000-101-2003-00281,20030076558,폐업,2005-09-15,I,은행나무,,서울특별시 강서구 가양동 1458-9 ,02,0226683112,2003-12-01,2003-12-12,2004-11-23,영업자지위승계,,,,냉면,,2025-12-15 16:21:53,2005-07-21 00:00:00
3150000,3150000-101-2003-00287,20030076578,영업,,I,조코제주똥돼지,"서울특별시 강서구 방화대로47가길 7, 2층 205호 (방화동, 3동 샤르망)",서울특별시 강서구 방화동 830-3 샤르망 (지상 2층) 205호,01,0226661662,2005-06-22,2005-07-12,,,,,한식,제주생오겹살,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:20:26
3150000,3150000-101-2003-00382,20030076741,폐업,2014-08-06,I,낙지마당,"서울특별시 강서구 화곡로61길 100 (등촌동,청석빌딩 (지상 1층))",서울특별시 강서구 등촌동 662-6 청석빌딩 (지상 1층) ,02,0236629242,2004-06-01,2004-07-05,2004-09-09,영업자지위승계,,,,박속낙지탕,,2025-12-15 16:21:53,2011-06-27 15:35:43
3150000,3150000-101-2003-00414,20030076793,폐업,2006-04-18,I,포항회집,,서울특별시 강서구 화곡동 353-95 (지상 1층) ,02,0226056069,2003-12-01,2003-12-12,2005-03-02,영업자지위승계,,,,해물생칼국수,,2025-12-15 16:21:53,2009-10-28 15:39:47
3150000,3150000-101-2003-00479,20030076902,폐업,2025-12-05,I,까치산 샤브샤브 마라탕&마라상궈,"서울특별시 강서구 강서로5나길 74, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 913-3 1층 ,02,0226905940,2004-06-01,2004-07-05,2007-06-28,지정기준부적합,,,,매운탕,,2025-12-15 16:21:53,2025-12-05 09:06:37
3150000,3150000-101-2003-00495,20030076941,영업,,I,맛찜낙지한마리,"서울특별시 강서구 방화대로44길 24-14, 1층 (마곡동)",서울특별시 강서구 마곡동 1325 ,01,0226655877,2008-08-01,2008-07-09,2012-11-07,지정취소,,,,낚지볶음,2012-11-30,2025-12-15 16:21:53,2025-07-23 16:46:19
3150000,3150000-101-2003-00507,20030076963,폐업,2021-12-10,I,누렁이와새암닭,"서울특별시 강서구 강서로5나길 32, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 905-9 (지상 1층) ,02,0226087087,2004-06-01,2004-07-05,2008-07-09,지정취소,,,,보쌈,2008-07-09,2025-12-15 16:21:53,2021-12-10 11:44:30
3150000,3150000-101-2003-00516,20030076974,폐업,2017-08-18,I,옛날왕돈가스,"서울특별시 강서구 화곡로53길 7-5, 1층 (화곡동, 6동)",서울특별시 강서구 화곡동 987-16 (지상 1층) ,02,0226961558,2006-07-05,2006-07-05,2009-08-05,부적합관리,,,,무쇠밥,,2025-12-15 16:21:53,2017-08-18 11:26:32
3150000,3150000-101-2003-00544,20030077014,폐업,2009-04-20,I,제주통시똥돼지,,서울특별시 강서구 등촌동 523-27 ,02,,2004-06-01,2004-07-05,2009-04-20,폐업민원처리: 200931500000042180,,,,삼겹살,2008-07-09,2025-12-15 16:21:53,2009-04-20 00:00:00
3150000,3150000-101-2003-00546,20030077016,폐업,2013-03-13,I,참숯만난닭갈비,"서울특별시 강서구 강서로52길 16 (내발산동,(지상 2층))",서울특별시 강서구 내발산동 652-0 (지상 2층) ,02,0236621428,2009-07-27,2009-07-27,2013-03-13,행정처분,,,,닭갈비,2011-10-31,2025-12-15 16:21:53,2013-02-26 13:19:16
3150000,3150000-101-2003-00579,20030077077,영업,,I,고향맛집,"서울특별시 강서구 공항대로44길 50, 1층 (화곡동)",서울특별시 강서구 화곡동 1099-14 ,01,0263391236,2004-06-01,2008-07-09,,,,,한식,"쌈밥, 갈치조림",2025-12-16,2025-12-15 16:21:53,2025-12-15 20:20:31
3150000,3150000-101-2003-00585,20030077082,폐업,2008-05-09,I,미다이,,서울특별시 강서구 등촌동 671 1층 ,02,,2004-06-01,2004-07-05,2008-07-09,,,,,돈까스,,2025-12-15 16:21:53,2008-08-02 15:15:35
3150000,3150000-101-2003-00593,20030077104,영업,,I,신고집해물찜,"서울특별시 강서구 강서로 188, 1층 (화곡동, 우장산동)",서울특별시 강서구 화곡동 1052-0 외 1필지 (지상 1층) ,01,0226683359,2004-06-01,2004-07-05,,,,,한식,해물찜,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:20:37
3150000,3150000-101-2003-00596,20030077106,폐업,2012-01-04,I,돈까스참잘하는집,,서울특별시 강서구 가양동 138-12 ,02,0226680027,2004-06-01,2008-07-09,2011-10-31,폐업,,,,돈까스,2010-08-03,2025-12-15 16:21:53,2011-11-30 17:49:13
3150000,3150000-101-2003-00601,20030077115,폐업,2019-02-27,I,코우지,"서울특별시 강서구 화곡로21길 17, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1047-35 (지상 1층) ,02,0226929295,2005-06-22,2005-07-12,2008-07-09,지정취소,,,,돼지갈비,2008-07-09,2025-12-15 16:21:53,2019-02-27 16:51:15
3150000,3150000-101-2003-00617,20030077146,폐업,2009-03-30,I,나루,,서울특별시 강서구 등촌동 674-9 ,02,0236637272,2004-06-01,2004-07-05,2005-08-26,영업자지위승계,,,,회정식,,2025-12-15 16:21:53,2007-11-14 16:42:34
3150000,3150000-101-2003-00640,20030077231,폐업,2006-08-31,I,테마숯불구이전문점,,서울특별시 강서구 화곡동 1076-2 ,02,,2004-06-01,2004-07-05,2006-08-31,폐업민원,,,,갈비,,2025-12-15 16:21:53,2004-07-13 00:00:00
3150000,3150000-101-2003-00714,20030077371,영업,,I,함경도찹쌀순대국.해장국,"서울특별시 강서구 강서로 199, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1032-23 (지상 1층) ,01,0226947019,2004-06-01,2004-07-05,2011-10-31,기준미달,,,,샤브칼국수,2010-08-03,2025-12-15 16:21:53,2017-12-29 11:49:53
3150000,3150000-101-2003-00717,20030077376,폐업,2009-09-07,I,정원갈비,,서울특별시 강서구 공항동 52-25 ,02,0226658387,2004-06-01,2004-07-05,2006-11-01,영업자지위승계,,,,돼지갈비,,2025-12-15 16:21:53,2006-11-01 00:00:00
3150000,3150000-101-2003-00745,20030077426,영업,,I,오복가마솥순대국,"서울특별시 강서구 등촌로 43, 1층 (화곡동, 4동)",서울특별시 강서구 화곡동 775-6 (지상 1층) ,01,0226425953,2007-06-08,2007-06-28,2011-10-31,기준미달,,,,LA갈비,2010-08-03,2025-12-15 16:21:53,2019-12-05 13:22:07
3150000,3150000-101-2003-00758,20030077445,영업,,I,발산역맛찬들왕소금구이,"서울특별시 강서구 강서로 375-7, 1~3층 (가양동, 1동)",서울특별시 강서구 마곡동 723 (지상 1~3층) ,01,0236615026,2005-06-22,2008-07-09,,,,,한식,삼겹살,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:20:50
3150000,3150000-101-2003-00780,20030077475,영업,,I,주식회사 명가원설농탕,"서울특별시 강서구 강서로 195, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1032-19 외 1필지 (지상 1층) ,01,0226930055,2004-06-01,2004-07-05,,,,,한식,설농탕,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:20:59
3150000,3150000-101-2004-00031,20040076052,폐업,2015-08-11,I,새말댁유황생오리,"서울특별시 강서구 양천로 100-1, 1층 (방화동, 1동)",서울특별시 강서구 방화동 285-4 (지상 1층) ,02,0226615295,2009-07-27,2012-03-19,2015-08-11,폐업민원처리: 201531500000509675,,,,오리구이,2014-12-16,2025-12-15 16:21:53,2015-08-11 00:00:00
3150000,3150000-101-2004-00042,20040076066,영업,,I,취락한방능이백숙,"서울특별시 강서구 화곡로53길 7-8, 1층 (화곡동)",서울특별시 강서구 화곡동 988-4 ,01,0226028478,2005-06-22,2012-02-07,,,,,한식,능이백숙,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:21:04
3150000,3150000-101-2004-00049,20040076080,폐업,2013-11-21,I,떡쌈시대(로) 발산지점,"서울특별시 강서구 공항대로 318, 1~2층 (내발산동, 우장산동)",서울특별시 강서구 내발산동 648-4 (지상 1~2층) ,02,0226598592,2009-07-27,2009-07-27,2013-11-22,직권폐업처리,,,,코스요리,2012-10-31,2025-12-15 16:21:53,2013-11-22 14:30:57
3150000,3150000-101-2004-00052,20040076084,영업,,U,하루 화곡점,"서울특별시 강서구 까치산로27길 21, 1~2층 (화곡동)",서울특별시 강서구 화곡동 1118-8 (지상 1~2층) ,01,0226061118,2005-06-22,2005-07-12,2006-12-14,영업자지위승계,,,,복탕,,2026-04-16 03:03:03,2026-04-15 13:15:06
3150000,3150000-101-2004-00099,20040076174,영업,,I,양천골 용대리 황태세상,"서울특별시 강서구 양천로49길 20, B동 1층 (가양동, 1동 닛시빌딩)",서울특별시 강서구 가양동 154-5 닛시빌딩 (지상 1층) B동 ,01,0236610113,2008-07-09,2008-07-09,2016-11-03,2016년 모범음식점 평가기준 미달,,,한식,황태해장국,2015-11-18,2025-12-15 16:21:53,2016-11-17 16:24:58
3150000,3150000-101-2004-00160,20040076302,폐업,2025-01-22,I,탐라명가,"서울특별시 강서구 양천로 364, 1~2층 (등촌동, 1동)",서울특별시 강서구 등촌동 773 (지상 1~2층) ,02,0236633500,2008-07-09,2008-07-09,2023-12-12,폐업중,,,한식,한정식,2022-12-08,2025-12-15 16:21:53,2025-01-22 15:28:10
3150000,3150000-101-2004-00218,20040076391,폐업,2012-11-26,I,신가네낙지골,,서울특별시 강서구 화곡동 107-6 ,02,0226042665,2005-06-22,2005-07-12,2005-08-23,영업자지위승계,,,,낙지복음,,2025-12-15 16:21:53,2008-05-16 16:49:41
3150000,3150000-101-2004-00261,20040076472,폐업,2007-11-30,I,낙지세상 낙지수제미,,서울특별시 강서구 화곡동 1091 ,02,,2005-06-22,2005-07-12,2007-06-28,명변예정,,,,수제비,,2025-12-15 16:21:53,2006-12-12 00:00:00
3150000,3150000-101-2004-00280,20040076519,영업,,I,소담,"서울특별시 강서구 화곡로63길 121, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 663-27 외 1필지 (지상 1층) ,01,0236649992,2009-08-05,2009-08-05,2016-11-03,2016년 모범음식점 평가기준 미달,,,한식,삼겹살,2015-11-18,2025-12-15 16:21:53,2023-09-19 11:09:35
3150000,3150000-101-2004-00308,20040076569,영업,,I,한양숯불갈비,"서울특별시 강서구 곰달래로 201, 1층 (화곡동, 2동)",서울특별시 강서구 화곡동 861-37 외 1필지 (지상 1층) ,01,0226015945,2009-08-05,2009-08-05,2021-12-02,,,,한식,소한마리,2020-12-28,2025-12-15 16:21:53,2022-12-08 14:58:26
3150000,3150000-101-2004-00370,20040076915,폐업,2018-12-20,I,장위동유성집,"서울특별시 강서구 강서로52길 60, 1~2층 (내발산동, 우장산동)",서울특별시 강서구 내발산동 651-5 (지상 1~2층) ,02,0236619807,2008-08-01,2008-07-09,2018-12-10,시설물 멸실,,,한식,등심,2017-11-24,2025-12-15 16:21:53,2018-12-20 14:37:45
3150000,3150000-101-2004-00372,20040076920,폐업,2012-07-18,I,사리원,,서울특별시 강서구 마곡동 727-6 ,02,,2008-08-01,2008-07-09,2012-07-18,폐업민원처리: 201231500000140377,,,,갈비,2009-08-05,2025-12-15 16:21:53,2012-07-18 00:00:00
3150000,3150000-101-2004-00411,20040077030,폐업,2021-10-21,I,채선당,"서울특별시 강서구 양천로 28, 벽산에어트리움 본관동 1층 124~125호 (방화동)",서울특별시 강서구 방화동 849-0 벽산에어트리움 (지상 1층) 본관동 124~125호,02,0226620701,2009-08-05,2009-08-05,2021-10-21,폐업민원처리: 202131500000941205,,,한식,샤브샤브,2020-12-28,2025-12-15 16:21:53,2021-10-21 17:26:10
3150000,3150000-101-2004-00488,20040077226,영업,,I,강서복집,"서울특별시 강서구 공항대로59길 8, 우현빌딩 1~2층 (등촌동)",서울특별시 강서구 등촌동 648 우현빌딩 1~2층 ,01,0236616672,2005-06-22,2008-07-09,,,,,일식,복지리,2025-12-16,2025-12-15 16:21:53,2025-12-15 20:21:11
